model,assignment,question_id,emotion,personality,conscientiousness,openness,extraversion,passed,revised,overrevised,calls,prompt_tokens,completion_tokens,total_tokens
qwen2_5_1_5b,shared54,abc337_b,fear,HLL,H,L,L,0,0,0,3,4691,1101,5792
qwen2_5_1_5b,shared54,abc337_d,fear,HLL,H,L,L,0,1,0,5,11944,2647,14591
qwen2_5_1_5b,shared54,abc338_a,fear,HLL,H,L,L,0,1,0,5,6964,2077,9041
qwen2_5_1_5b,shared54,abc338_e,fear,HLL,H,L,L,0,0,0,3,4047,996,5043
qwen2_5_1_5b,shared54,abc339_b,fear,HLL,H,L,L,0,0,0,3,6082,4613,10695
qwen2_5_1_5b,shared54,abc339_d,fear,HLL,H,L,L,0,0,0,3,5921,1755,7676
qwen2_5_1_5b,shared54,abc340_d,fear,HLL,H,L,L,0,1,0,5,12000,2474,14474
qwen2_5_1_5b,shared54,abc341_b,fear,HLL,H,L,L,0,0,0,3,5889,1402,7291
qwen2_5_1_5b,shared54,abc341_c,fear,HLL,H,L,L,0,1,0,8,24274,6309,30583
qwen2_5_1_5b,shared54,abc341_d,fear,HLL,H,L,L,0,1,0,5,9339,2435,11774
qwen2_5_1_5b,shared54,abc341_f,fear,HLL,H,L,L,0,1,0,5,17034,5547,22581
qwen2_5_1_5b,shared54,abc342_a,fear,HLL,H,L,L,0,1,0,5,6213,1389,7602
qwen2_5_1_5b,shared54,abc342_b,fear,HLL,H,L,L,0,1,0,5,8795,1539,10334
qwen2_5_1_5b,shared54,abc342_d,fear,HLL,H,L,L,0,1,0,8,15127,3702,18829
qwen2_5_1_5b,shared54,abc343_d,fear,HLL,H,L,L,0,1,0,5,11084,2060,13144
qwen2_5_1_5b,shared54,abc345_b,fear,HLL,H,L,L,0,1,0,8,12436,1603,14039
qwen2_5_1_5b,shared54,abc345_d,fear,HLL,H,L,L,0,1,0,8,20671,6274,26945
qwen2_5_1_5b,shared54,abc346_b,fear,HLL,H,L,L,0,0,0,3,4483,1357,5840
qwen2_5_1_5b,shared54,abc347_a,fear,HLL,H,L,L,1,0,0,3,4299,1274,5573
qwen2_5_1_5b,shared54,abc348_a,fear,HLL,H,L,L,0,1,0,8,11295,2314,13609
qwen2_5_1_5b,shared54,abc348_c,fear,HLL,H,L,L,0,0,0,3,4585,1096,5681
qwen2_5_1_5b,shared54,abc349_c,fear,HLL,H,L,L,0,1,0,5,8631,2230,10861
qwen2_5_1_5b,shared54,abc349_d,fear,HLL,H,L,L,0,0,0,3,7886,2051,9937
qwen2_5_1_5b,shared54,abc349_e,fear,HLL,H,L,L,0,1,0,5,11181,2816,13997
qwen2_5_1_5b,shared54,abc351_a,fear,HLL,H,L,L,0,0,0,3,4728,1045,5773
qwen2_5_1_5b,shared54,abc352_b,fear,HLL,H,L,L,0,1,0,5,9606,2966,12572
qwen2_5_1_5b,shared54,abc352_e,fear,HLL,H,L,L,0,0,0,3,8560,3311,11871
qwen2_5_1_5b,shared54,abc353_a,fear,HLL,H,L,L,0,1,0,7,12675,3167,15842
qwen2_5_1_5b,shared54,abc354_a,fear,HLL,H,L,L,0,0,0,3,4820,3466,8286
qwen2_5_1_5b,shared54,abc354_b,fear,HLL,H,L,L,0,0,0,3,4833,980,5813
qwen2_5_1_5b,shared54,abc354_c,fear,HLL,H,L,L,0,0,0,3,5078,1145,6223
qwen2_5_1_5b,shared54,abc354_d,fear,HLL,H,L,L,0,1,0,5,9455,2025,11480
qwen2_5_1_5b,shared54,abc355_c,fear,HLL,H,L,L,0,0,0,3,5526,1659,7185
qwen2_5_1_5b,shared54,abc355_d,fear,HLL,H,L,L,0,1,0,5,7446,1582,9028
qwen2_5_1_5b,shared54,abc355_e,fear,HLL,H,L,L,0,0,0,3,6040,1187,7227
qwen2_5_1_5b,shared54,abc356_e,fear,HLL,H,L,L,0,0,0,3,4501,934,5435
qwen2_5_1_5b,shared54,abc358_a,fear,HLL,H,L,L,1,0,0,3,2938,638,3576
qwen2_5_1_5b,shared54,abc359_d,fear,HLL,H,L,L,0,1,0,8,19724,5274,24998
qwen2_5_1_5b,shared54,abc360_a,fear,HLL,H,L,L,0,1,0,7,11722,3132,14854
qwen2_5_1_5b,shared54,abc360_b,fear,HLL,H,L,L,0,1,0,5,8188,1905,10093
qwen2_5_1_5b,shared54,abc360_c,fear,HLL,H,L,L,0,1,0,5,10857,2583,13440
qwen2_5_1_5b,shared54,abc360_e,fear,HLL,H,L,L,0,0,0,3,4823,1784,6607
qwen2_5_1_5b,shared54,abc363_e,fear,HLL,H,L,L,0,0,0,3,9905,6000,15905
qwen2_5_1_5b,shared54,abc364_f,fear,HLL,H,L,L,0,1,0,5,12241,2771,15012
qwen2_5_1_5b,shared54,abc365_c,fear,HLL,H,L,L,0,1,0,5,9060,1721,10781
qwen2_5_1_5b,shared54,abc365_d,fear,HLL,H,L,L,0,0,0,3,4815,1996,6811
qwen2_5_1_5b,shared54,abc366_a,fear,HLL,H,L,L,0,1,0,5,8277,1963,10240
qwen2_5_1_5b,shared54,abc366_c,fear,HLL,H,L,L,0,0,0,3,5075,1242,6317
qwen2_5_1_5b,shared54,abc366_f,fear,HLL,H,L,L,0,0,0,3,4866,1231,6097
qwen2_5_1_5b,shared54,abc366_g,fear,HLL,H,L,L,0,1,0,5,11048,2419,13467
qwen2_5_1_5b,shared54,abc367_a,fear,HLL,H,L,L,0,0,0,3,3995,998,4993
qwen2_5_1_5b,shared54,abc367_e,fear,HLL,H,L,L,0,0,0,3,5282,1162,6444
qwen2_5_1_5b,shared54,abc368_c,fear,HLL,H,L,L,0,0,0,3,9459,4118,13577
qwen2_5_1_5b,shared54,abc369_b,fear,HLL,H,L,L,0,0,0,3,5328,1381,6709
qwen2_5_1_5b,shared54,abc369_c,fear,HLL,H,L,L,0,1,0,5,8622,1787,10409
qwen2_5_1_5b,shared54,abc370_a,fear,HLL,H,L,L,0,1,0,5,7512,1646,9158
qwen2_5_1_5b,shared54,abc370_b,fear,HLL,H,L,L,0,1,0,5,8954,1690,10644
qwen2_5_1_5b,shared54,abc371_d,fear,HLL,H,L,L,0,1,0,5,9865,1841,11706
qwen2_5_1_5b,shared54,abc371_f,fear,HLL,H,L,L,0,1,0,5,14186,3150,17336
qwen2_5_1_5b,shared54,abc372_d,fear,HLL,H,L,L,0,1,0,5,9022,1999,11021
qwen2_5_1_5b,shared54,abc373_e,fear,HLL,H,L,L,0,0,0,3,5993,1622,7615
qwen2_5_1_5b,shared54,abc374_g,fear,HLL,H,L,L,0,0,0,3,8826,6000,14826
qwen2_5_1_5b,shared54,abc375_b,fear,HLL,H,L,L,0,1,0,8,18622,3041,21663
qwen2_5_1_5b,shared54,abc375_d,fear,HLL,H,L,L,0,1,0,7,11592,2717,14309
qwen2_5_1_5b,shared54,abc376_e,fear,HLL,H,L,L,0,0,0,3,5279,1352,6631
qwen2_5_1_5b,shared54,abc376_f,fear,HLL,H,L,L,0,0,0,3,5847,1368,7215
qwen2_5_1_5b,shared54,abc377_b,fear,HLL,H,L,L,0,1,0,5,9996,2347,12343
qwen2_5_1_5b,shared54,abc377_c,fear,HLL,H,L,L,0,0,0,3,6493,1577,8070
qwen2_5_1_5b,shared54,abc377_e,fear,HLL,H,L,L,0,0,0,3,5927,1263,7190
qwen2_5_1_5b,shared54,abc379_a,fear,HLL,H,L,L,0,1,0,8,15024,3926,18950
qwen2_5_1_5b,shared54,abc379_d,fear,HLL,H,L,L,0,1,0,8,19969,4780,24749
qwen2_5_1_5b,shared54,abc379_g,fear,HLL,H,L,L,0,1,0,5,9791,2526,12317
qwen2_5_1_5b,shared54,abc380_b,fear,HLL,H,L,L,0,1,0,5,8198,2003,10201
qwen2_5_1_5b,shared54,abc380_d,fear,HLL,H,L,L,0,0,0,3,5383,1501,6884
qwen2_5_1_5b,shared54,abc381_a,fear,HLL,H,L,L,1,0,0,3,5183,1611,6794
qwen2_5_1_5b,shared54,abc382_b,fear,HLL,H,L,L,0,0,0,3,4844,1186,6030
qwen2_5_1_5b,shared54,abc383_e,fear,HLL,H,L,L,0,0,0,3,9902,6000,15902
qwen2_5_1_5b,shared54,abc385_d,fear,HLL,H,L,L,0,0,0,3,6530,1553,8083
qwen2_5_1_5b,shared54,abc386_b,fear,HLL,H,L,L,0,1,0,5,8254,2046,10300
qwen2_5_1_5b,shared54,abc386_c,fear,HLL,H,L,L,0,1,0,5,8649,2025,10674
qwen2_5_1_5b,shared54,abc387_c,fear,HLL,H,L,L,0,1,0,5,7468,1648,9116
qwen2_5_1_5b,shared54,abc388_f,fear,HLL,H,L,L,0,0,0,3,4677,1068,5745
qwen2_5_1_5b,shared54,abc389_a,fear,HLL,H,L,L,1,0,0,3,2913,656,3569
qwen2_5_1_5b,shared54,abc389_d,fear,HLL,H,L,L,0,0,0,3,4053,1197,5250
qwen2_5_1_5b,shared54,abc391_a,fear,HLL,H,L,L,0,1,0,5,7045,1746,8791
qwen2_5_1_5b,shared54,abc391_f,fear,HLL,H,L,L,0,1,0,8,24702,4916,29618
qwen2_5_1_5b,shared54,abc392_b,fear,HLL,H,L,L,1,0,0,3,3974,831,4805
qwen2_5_1_5b,shared54,abc392_f,fear,HLL,H,L,L,0,1,0,5,9433,1942,11375
qwen2_5_1_5b,shared54,abc392_g,fear,HLL,H,L,L,0,1,0,5,8597,1805,10402
qwen2_5_1_5b,shared54,abc393_e,fear,HLL,H,L,L,0,0,0,3,5229,1104,6333
qwen2_5_1_5b,shared54,abc393_f,fear,HLL,H,L,L,0,1,0,7,16803,4557,21360
qwen2_5_1_5b,shared54,abc394_a,fear,HLL,H,L,L,0,1,0,8,11635,2488,14123
qwen2_5_1_5b,shared54,abc394_b,fear,HLL,H,L,L,0,1,0,8,12085,2763,14848
qwen2_5_1_5b,shared54,abc394_e,fear,HLL,H,L,L,0,1,0,5,11473,2422,13895
qwen2_5_1_5b,shared54,abc396_a,fear,HLL,H,L,L,1,0,0,3,4036,759,4795
qwen2_5_1_5b,shared54,abc396_e,fear,HLL,H,L,L,0,0,0,3,7357,2054,9411
qwen2_5_1_5b,shared54,abc399_c,fear,HLL,H,L,L,0,1,0,5,9270,2252,11522
qwen2_5_1_5b,shared54,abc400_e,fear,HLL,H,L,L,0,0,0,3,8729,6000,14729
qwen2_5_1_5b,shared54,arc181_b,fear,HLL,H,L,L,0,0,0,3,5483,1339,6822
qwen2_5_1_5b,shared54,arc181_c,fear,HLL,H,L,L,0,1,0,5,14410,2560,16970
qwen2_5_1_5b,shared54,arc182_c,fear,HLL,H,L,L,0,0,0,3,4652,1091,5743
qwen2_5_1_5b,shared54,arc183_d,fear,HLL,H,L,L,0,1,0,5,13980,2811,16791
qwen2_5_1_5b,shared54,arc185_e,fear,HLL,H,L,L,0,0,0,3,5701,1216,6917
qwen2_5_1_5b,shared54,arc186_b,fear,HLL,H,L,L,0,1,0,5,9613,2471,12084
qwen2_5_1_5b,shared54,arc186_c,fear,HLL,H,L,L,0,0,0,3,6780,1902,8682
qwen2_5_1_5b,shared54,arc188_d,fear,HLL,H,L,L,0,1,0,8,21736,3994,25730
qwen2_5_1_5b,shared54,arc189_c,fear,HLL,H,L,L,0,1,0,5,15025,3195,18220
qwen2_5_1_5b,shared54,arc189_d,fear,HLL,H,L,L,0,1,0,5,10462,1799,12261
qwen2_5_1_5b,shared54,arc190_a,fear,HLL,H,L,L,0,0,0,3,6477,2597,9074
qwen2_5_1_5b,shared54,arc190_c,fear,HLL,H,L,L,0,1,0,5,17318,2480,19798
qwen2_5_1_5b,shared54,arc191_a,fear,HLL,H,L,L,0,1,0,5,9437,2192,11629
qwen2_5_1_5b,shared54,arc192_a,fear,HLL,H,L,L,0,1,0,8,21976,5678,27654
qwen2_5_1_5b,shared54,arc193_a,fear,HLL,H,L,L,0,1,0,8,22735,4707,27442
qwen2_5_1_5b,shared54,arc193_b,fear,HLL,H,L,L,0,1,0,5,11770,2971,14741
qwen2_5_1_5b,shared54,arc194_a,fear,HLL,H,L,L,0,0,0,3,5021,1040,6061
qwen2_5_1_5b,shared54,arc194_b,fear,HLL,H,L,L,0,1,0,8,15176,3266,18442
qwen2_5_1_5b,shared54,arc195_c,fear,HLL,H,L,L,0,0,0,3,5592,1100,6692
qwen2_5_1_5b,shared54,arc195_d,fear,HLL,H,L,L,0,0,0,3,4764,1071,5835
qwen2_5_1_5b,shared54,1873_A,fear,LHH,L,H,H,0,0,0,3,5126,1552,6678
qwen2_5_1_5b,shared54,1873_D,fear,LHH,L,H,H,0,0,0,3,5061,1711,6772
qwen2_5_1_5b,shared54,1883_B,fear,LHH,L,H,H,0,0,0,3,5663,1156,6819
qwen2_5_1_5b,shared54,1883_C,fear,LHH,L,H,H,0,0,0,3,7218,1944,9162
qwen2_5_1_5b,shared54,1899_B,fear,LHH,L,H,H,0,0,0,3,6765,1382,8147
qwen2_5_1_5b,shared54,2777,fear,LHH,L,H,H,0,1,0,8,21907,4727,26634
qwen2_5_1_5b,shared54,2784,fear,LHH,L,H,H,0,1,0,8,16435,3707,20142
qwen2_5_1_5b,shared54,2808,fear,LHH,L,H,H,0,0,0,3,4705,1304,6009
qwen2_5_1_5b,shared54,2811,fear,LHH,L,H,H,0,1,0,8,11829,2559,14388
qwen2_5_1_5b,shared54,2812,fear,LHH,L,H,H,0,1,0,8,12840,2256,15096
qwen2_5_1_5b,shared54,2816,fear,LHH,L,H,H,0,1,0,5,7259,1310,8569
qwen2_5_1_5b,shared54,2817,fear,LHH,L,H,H,0,1,0,5,8393,1970,10363
qwen2_5_1_5b,shared54,2825,fear,LHH,L,H,H,0,1,0,5,8456,1541,9997
qwen2_5_1_5b,shared54,2833,fear,LHH,L,H,H,0,0,0,3,5447,1411,6858
qwen2_5_1_5b,shared54,2847,fear,LHH,L,H,H,1,0,0,3,3845,745,4590
qwen2_5_1_5b,shared54,2849,fear,LHH,L,H,H,0,0,0,3,4443,946,5389
qwen2_5_1_5b,shared54,2868,fear,LHH,L,H,H,0,1,0,8,12834,2421,15255
qwen2_5_1_5b,shared54,2870,fear,LHH,L,H,H,0,1,0,8,12753,2280,15033
qwen2_5_1_5b,shared54,2882,fear,LHH,L,H,H,0,1,0,5,8390,1844,10234
qwen2_5_1_5b,shared54,2886,fear,LHH,L,H,H,0,1,0,7,12735,3482,16217
qwen2_5_1_5b,shared54,2902,fear,LHH,L,H,H,0,1,0,8,17902,5117,23019
qwen2_5_1_5b,shared54,2915,fear,LHH,L,H,H,0,0,0,3,4940,991,5931
qwen2_5_1_5b,shared54,2919,fear,LHH,L,H,H,0,1,0,5,8691,1732,10423
qwen2_5_1_5b,shared54,2921,fear,LHH,L,H,H,0,1,0,5,9134,2176,11310
qwen2_5_1_5b,shared54,2952,fear,LHH,L,H,H,0,1,0,8,12688,1663,14351
qwen2_5_1_5b,shared54,2954,fear,LHH,L,H,H,0,1,0,8,20553,4626,25179
qwen2_5_1_5b,shared54,2955,fear,LHH,L,H,H,1,0,0,3,6509,2322,8831
qwen2_5_1_5b,shared54,2977,fear,LHH,L,H,H,0,1,0,8,12782,2716,15498
qwen2_5_1_5b,shared54,2998,fear,LHH,L,H,H,0,1,0,8,16530,7102,23632
qwen2_5_1_5b,shared54,3024,fear,LHH,L,H,H,0,0,0,3,4283,1077,5360
qwen2_5_1_5b,shared54,3025,fear,LHH,L,H,H,0,0,0,3,4540,883,5423
qwen2_5_1_5b,shared54,3032,fear,LHH,L,H,H,0,0,0,3,4456,785,5241
qwen2_5_1_5b,shared54,3044,fear,LHH,L,H,H,0,1,0,8,12597,2633,15230
qwen2_5_1_5b,shared54,3055,fear,LHH,L,H,H,0,1,0,7,12738,3043,15781
qwen2_5_1_5b,shared54,3166,fear,LHH,L,H,H,0,0,0,3,4440,929,5369
qwen2_5_1_5b,shared54,3188,fear,LHH,L,H,H,0,1,0,5,7803,1416,9219
qwen2_5_1_5b,shared54,3192,fear,LHH,L,H,H,0,0,0,3,4604,1143,5747
qwen2_5_1_5b,shared54,3193,fear,LHH,L,H,H,1,0,0,3,4189,794,4983
qwen2_5_1_5b,shared54,3195,fear,LHH,L,H,H,0,1,0,8,14191,3325,17516
qwen2_5_1_5b,shared54,3203,fear,LHH,L,H,H,0,1,0,5,12945,2934,15879
qwen2_5_1_5b,shared54,3213,fear,LHH,L,H,H,0,1,0,5,7216,1771,8987
qwen2_5_1_5b,shared54,3220,fear,LHH,L,H,H,1,0,0,3,4428,878,5306
qwen2_5_1_5b,shared54,3223,fear,LHH,L,H,H,0,1,0,5,7956,2189,10145
qwen2_5_1_5b,shared54,3225,fear,LHH,L,H,H,1,0,0,3,5013,1289,6302
qwen2_5_1_5b,shared54,3229,fear,LHH,L,H,H,0,1,0,8,19160,4443,23603
qwen2_5_1_5b,shared54,3243,fear,LHH,L,H,H,0,1,0,7,15145,2808,17953
qwen2_5_1_5b,shared54,3246,fear,LHH,L,H,H,1,0,0,3,4339,960,5299
qwen2_5_1_5b,shared54,3249,fear,LHH,L,H,H,0,0,0,3,4062,875,4937
qwen2_5_1_5b,shared54,3251,fear,LHH,L,H,H,0,1,0,8,13409,3195,16604
qwen2_5_1_5b,shared54,3261,fear,LHH,L,H,H,0,0,0,3,5075,1005,6080
qwen2_5_1_5b,shared54,3263,fear,LHH,L,H,H,0,1,0,7,11828,1948,13776
qwen2_5_1_5b,shared54,3265,fear,LHH,L,H,H,0,1,0,5,8686,2092,10778
qwen2_5_1_5b,shared54,3269,fear,LHH,L,H,H,0,1,0,5,9499,2789,12288
qwen2_5_1_5b,shared54,3298,fear,LHH,L,H,H,0,1,0,5,9223,2460,11683
qwen2_5_1_5b,shared54,3312,fear,LHH,L,H,H,0,0,0,3,3652,745,4397
qwen2_5_1_5b,shared54,3324,fear,LHH,L,H,H,0,0,0,3,3621,969,4590
qwen2_5_1_5b,shared54,3329,fear,LHH,L,H,H,0,0,0,3,4193,939,5132
qwen2_5_1_5b,shared54,3345,fear,LHH,L,H,H,0,1,0,8,22548,5494,28042
qwen2_5_1_5b,shared54,3362,fear,LHH,L,H,H,0,0,0,3,4689,1100,5789
qwen2_5_1_5b,shared54,3388,fear,LHH,L,H,H,0,1,0,5,8429,1522,9951
qwen2_5_1_5b,shared54,3394,fear,LHH,L,H,H,0,1,0,5,7417,2253,9670
qwen2_5_1_5b,shared54,3402,fear,LHH,L,H,H,0,1,0,8,21015,4660,25675
qwen2_5_1_5b,shared54,3408,fear,LHH,L,H,H,0,0,0,3,2934,646,3580
qwen2_5_1_5b,shared54,3412,fear,LHH,L,H,H,1,0,0,3,4149,1010,5159
qwen2_5_1_5b,shared54,3421,fear,LHH,L,H,H,0,1,0,5,7871,2463,10334
qwen2_5_1_5b,shared54,3426,fear,LHH,L,H,H,1,0,0,3,3976,785,4761
qwen2_5_1_5b,shared54,3464,fear,LHH,L,H,H,0,1,0,8,16010,3506,19516
qwen2_5_1_5b,shared54,3471,fear,LHH,L,H,H,1,0,0,3,4363,902,5265
qwen2_5_1_5b,shared54,3476,fear,LHH,L,H,H,0,0,0,3,3501,1020,4521
qwen2_5_1_5b,shared54,3478,fear,LHH,L,H,H,0,1,0,8,17752,4277,22029
qwen2_5_1_5b,shared54,3490,fear,LHH,L,H,H,0,1,0,7,11946,2384,14330
qwen2_5_1_5b,shared54,3495,fear,LHH,L,H,H,0,0,0,3,4613,1082,5695
qwen2_5_1_5b,shared54,3496,fear,LHH,L,H,H,0,1,0,5,9641,2101,11742
qwen2_5_1_5b,shared54,3510,fear,LHH,L,H,H,0,1,0,8,12019,1981,14000
qwen2_5_1_5b,shared54,3515,fear,LHH,L,H,H,0,1,0,5,9339,2815,12154
qwen2_5_1_5b,shared54,3517,fear,LHH,L,H,H,0,1,0,8,16955,4008,20963
qwen2_5_1_5b,shared54,3518,fear,LHH,L,H,H,0,1,0,5,8912,1796,10708
qwen2_5_1_5b,shared54,3527,fear,LHH,L,H,H,0,0,0,3,5212,1256,6468
qwen2_5_1_5b,shared54,3534,fear,LHH,L,H,H,0,1,0,8,15142,3645,18787
qwen2_5_1_5b,shared54,3535,fear,LHH,L,H,H,0,1,0,8,15584,3963,19547
qwen2_5_1_5b,shared54,3551,fear,LHH,L,H,H,0,1,0,5,11046,2122,13168
qwen2_5_1_5b,shared54,3555,fear,LHH,L,H,H,0,0,0,3,3956,848,4804
qwen2_5_1_5b,shared54,3559,fear,LHH,L,H,H,0,1,0,7,11900,2728,14628
qwen2_5_1_5b,shared54,3560,fear,LHH,L,H,H,0,1,0,5,12743,4002,16745
qwen2_5_1_5b,shared54,3567,fear,LHH,L,H,H,1,0,0,3,3585,767,4352
qwen2_5_1_5b,shared54,3571,fear,LHH,L,H,H,0,1,0,5,9284,2020,11304
qwen2_5_1_5b,shared54,3603,fear,LHH,L,H,H,0,1,0,5,10326,2154,12480
qwen2_5_1_5b,shared54,3605,fear,LHH,L,H,H,0,0,0,3,4727,901,5628
qwen2_5_1_5b,shared54,3607,fear,LHH,L,H,H,0,1,0,7,12678,3384,16062
qwen2_5_1_5b,shared54,3621,fear,LHH,L,H,H,0,1,0,5,7985,1559,9544
qwen2_5_1_5b,shared54,3629,fear,LHH,L,H,H,0,1,0,8,13805,2087,15892
qwen2_5_1_5b,shared54,3637,fear,LHH,L,H,H,0,0,0,3,4182,1084,5266
qwen2_5_1_5b,shared54,3647,fear,LHH,L,H,H,0,1,0,5,9225,2123,11348
qwen2_5_1_5b,shared54,3648,fear,LHH,L,H,H,0,1,0,8,21290,5196,26486
qwen2_5_1_5b,shared54,3649,fear,LHH,L,H,H,0,1,0,5,9079,1838,10917
qwen2_5_1_5b,shared54,3657,fear,LHH,L,H,H,0,1,0,5,10274,2100,12374
qwen2_5_1_5b,shared54,3674,fear,LHH,L,H,H,0,1,0,5,20930,10000,30930
qwen2_5_1_5b,shared54,3676,fear,LHH,L,H,H,0,1,0,5,7091,1499,8590
qwen2_5_1_5b,shared54,3680,fear,LHH,L,H,H,0,1,0,8,16192,4960,21152
qwen2_5_1_5b,shared54,3683,fear,LHH,L,H,H,0,0,0,3,3417,834,4251
qwen2_5_1_5b,shared54,3686,fear,LHH,L,H,H,0,0,0,3,4336,1378,5714
qwen2_5_1_5b,shared54,3696,fear,LHH,L,H,H,0,0,0,3,3931,879,4810
qwen2_5_1_5b,shared54,3700,fear,LHH,L,H,H,0,1,0,5,9493,2090,11583
qwen2_5_1_5b,shared54,3702,fear,LHH,L,H,H,0,1,0,5,9403,2280,11683
qwen2_5_1_5b,shared54,3704,fear,LHH,L,H,H,1,0,0,3,4038,912,4950
qwen2_5_1_5b,shared54,3709,fear,LHH,L,H,H,0,0,0,3,3565,987,4552
qwen2_5_1_5b,shared54,3714,fear,LHH,L,H,H,0,0,0,3,4650,1252,5902
qwen2_5_1_5b,shared54,3722,fear,LHH,L,H,H,0,1,0,5,8589,2186,10775
qwen2_5_1_5b,shared54,3731,fear,LHH,L,H,H,1,0,0,3,3670,769,4439
qwen2_5_1_5b,shared54,3736,fear,LHH,L,H,H,0,1,0,5,7524,1998,9522
qwen2_5_1_5b,shared54,3743,fear,LHH,L,H,H,0,1,0,8,18240,4909,23149
qwen2_5_1_5b,shared54,3744,fear,LHH,L,H,H,0,0,0,3,4194,861,5055
qwen2_5_1_5b,shared54,3751,fear,LHH,L,H,H,0,1,0,5,8663,2086,10749
qwen2_5_1_5b,shared54,3771,fear,LHH,L,H,H,0,1,0,8,14459,3364,17823
qwen2_5_1_5b,shared54,3785,fear,LHH,L,H,H,0,1,0,8,14156,2485,16641
qwen2_5_1_5b,shared54,3786,fear,LHH,L,H,H,0,1,0,5,8965,2064,11029
qwen2_5_1_5b,shared54,3793,fear,LHH,L,H,H,0,1,0,7,12274,2637,14911
qwen2_5_1_5b,shared54,abc301_b,fear,LHH,L,H,H,0,0,0,3,4663,1084,5747
qwen2_5_1_5b,shared54,abc301_e,fear,LHH,L,H,H,0,0,0,3,6328,2261,8589
qwen2_5_1_5b,shared54,abc302_e,fear,LHH,L,H,H,0,0,0,3,5066,1166,6232
qwen2_5_1_5b,shared54,abc303_a,fear,LHH,L,H,H,0,0,0,3,5852,4626,10478
qwen2_5_1_5b,shared54,abc303_b,fear,LHH,L,H,H,0,0,0,3,5342,965,6307
qwen2_5_1_5b,shared54,abc303_d,fear,LHH,L,H,H,0,1,0,7,15518,3284,18802
qwen2_5_1_5b,shared54,abc303_e,fear,LHH,L,H,H,0,1,0,8,20971,5258,26229
qwen2_5_1_5b,shared54,abc304_a,fear,LHH,L,H,H,0,0,0,3,4318,972,5290
qwen2_5_1_5b,shared54,abc307_a,fear,LHH,L,H,H,1,0,0,3,5473,1261,6734
qwen2_5_1_5b,shared54,abc307_b,fear,LHH,L,H,H,0,0,0,3,4165,1048,5213
qwen2_5_1_5b,shared54,abc309_c,fear,LHH,L,H,H,0,1,0,5,11908,1825,13733
qwen2_5_1_5b,shared54,abc309_d,fear,LHH,L,H,H,0,0,0,3,6447,1786,8233
qwen2_5_1_5b,shared54,abc309_e,fear,LHH,L,H,H,0,1,0,8,20243,5403,25646
qwen2_5_1_5b,shared54,abc310_b,fear,LHH,L,H,H,0,0,0,3,7828,1243,9071
qwen2_5_1_5b,shared54,abc310_c,fear,LHH,L,H,H,0,0,0,3,4329,1082,5411
qwen2_5_1_5b,shared54,abc310_f,fear,LHH,L,H,H,0,1,0,5,11684,2747,14431
qwen2_5_1_5b,shared54,abc311_b,fear,LHH,L,H,H,0,1,0,5,9811,2339,12150
qwen2_5_1_5b,shared54,abc312_e,fear,LHH,L,H,H,0,0,0,3,6348,1417,7765
qwen2_5_1_5b,shared54,abc312_f,fear,LHH,L,H,H,0,0,0,3,5242,1431,6673
qwen2_5_1_5b,shared54,abc313_a,fear,LHH,L,H,H,0,0,0,3,3990,1113,5103
qwen2_5_1_5b,shared54,abc315_b,fear,LHH,L,H,H,0,0,0,3,5612,1807,7419
qwen2_5_1_5b,shared54,abc315_c,fear,LHH,L,H,H,0,1,0,5,9231,2250,11481
qwen2_5_1_5b,shared54,abc315_d,fear,LHH,L,H,H,0,0,0,3,4632,1101,5733
qwen2_5_1_5b,shared54,abc318_b,fear,LHH,L,H,H,0,0,0,3,4662,1224,5886
qwen2_5_1_5b,shared54,abc318_d,fear,LHH,L,H,H,0,0,0,3,7006,2137,9143
qwen2_5_1_5b,shared54,abc319_c,fear,LHH,L,H,H,0,0,0,3,6541,1727,8268
qwen2_5_1_5b,shared54,abc320_e,fear,LHH,L,H,H,0,0,0,3,6062,1029,7091
qwen2_5_1_5b,shared54,abc321_b,fear,LHH,L,H,H,0,0,0,3,5869,1359,7228
qwen2_5_1_5b,shared54,abc321_c,fear,LHH,L,H,H,0,1,0,5,13954,3546,17500
qwen2_5_1_5b,shared54,abc322_c,fear,LHH,L,H,H,0,1,0,7,12731,2866,15597
qwen2_5_1_5b,shared54,abc324_a,fear,LHH,L,H,H,1,0,0,3,3628,825,4453
qwen2_5_1_5b,shared54,abc324_b,fear,LHH,L,H,H,0,1,0,5,8271,2112,10383
qwen2_5_1_5b,shared54,abc325_b,fear,LHH,L,H,H,0,0,0,3,6350,4674,11024
qwen2_5_1_5b,shared54,abc325_e,fear,LHH,L,H,H,0,1,0,5,12638,2506,15144
qwen2_5_1_5b,shared54,abc326_d,fear,LHH,L,H,H,0,0,0,3,5495,1482,6977
qwen2_5_1_5b,shared54,abc327_a,fear,LHH,L,H,H,1,0,0,3,3556,961,4517
qwen2_5_1_5b,shared54,abc327_c,fear,LHH,L,H,H,0,1,0,5,14922,2760,17682
qwen2_5_1_5b,shared54,abc328_b,fear,LHH,L,H,H,0,1,0,5,9140,1760,10900
qwen2_5_1_5b,shared54,abc328_d,fear,LHH,L,H,H,0,1,0,5,8707,1991,10698
qwen2_5_1_5b,shared54,abc329_b,fear,LHH,L,H,H,0,0,0,3,4404,1357,5761
