model,assignment,question_id,emotion,personality,conscientiousness,openness,extraversion,revised,bleu,calls,prompt_tokens,completion_tokens,total_tokens
qwen2_5_1_5b,shared54,819,anger,NNN,N,N,N,1,6.53,12,65478,1350,66828
qwen2_5_1_5b,shared54,9012,anger,NNN,N,N,N,1,3.7,12,24925,3174,28099
qwen2_5_1_5b,shared54,8024,anger,NNN,N,N,N,1,0.0,12,26114,1350,27464
qwen2_5_1_5b,shared54,7314,anger,NNN,N,N,N,1,8.18,12,16281,1868,18149
qwen2_5_1_5b,shared54,4572,anger,NNN,N,N,N,1,5.995,12,14365,2271,16636
qwen2_5_1_5b,shared54,3358,anger,NNN,N,N,N,1,1.94,12,198264,2384,200648
qwen2_5_1_5b,shared54,17870,anger,NNN,N,N,N,1,0.0,12,42583,1879,44462
qwen2_5_1_5b,shared54,2848,anger,NNN,N,N,N,0,1.76,3,2887,789,3676
qwen2_5_1_5b,shared54,13825,anger,NNN,N,N,N,1,3.42,12,42447,2192,44639
qwen2_5_1_5b,shared54,1041,anger,NNN,N,N,N,1,38.35,10,19531,2735,22266
qwen2_5_1_5b,shared54,976,anger,NNN,N,N,N,1,9.05,12,28929,1897,30826
qwen2_5_1_5b,shared54,3070,anger,NNN,N,N,N,1,11.175,12,12049,1947,13996
qwen2_5_1_5b,shared54,7164,anger,NNN,N,N,N,1,4.27,12,18957,3086,22043
qwen2_5_1_5b,shared54,7623,anger,NNN,N,N,N,1,3.186666666666666,12,19278,2167,21445
qwen2_5_1_5b,shared54,16559,anger,NNN,N,N,N,1,2.9749999999999996,12,24072,2318,26390
qwen2_5_1_5b,shared54,869,anger,NNN,N,N,N,1,14.690000000000001,12,22854,1776,24630
qwen2_5_1_5b,shared54,6515,anger,NNN,N,N,N,1,3.05,12,22822,1575,24397
qwen2_5_1_5b,shared54,17856,anger,NNN,N,N,N,1,0.16,12,20909,1974,22883
qwen2_5_1_5b,shared54,13746,anger,NNN,N,N,N,1,26.13,12,22619,1962,24581
qwen2_5_1_5b,shared54,7223,anger,NNN,N,N,N,0,0.0,3,7396,1341,8737
qwen2_5_1_5b,shared54,14719,anger,NNN,N,N,N,1,5.72,6,7425,2077,9502
qwen2_5_1_5b,shared54,9115,anger,NNN,N,N,N,1,5.88,12,12434,1494,13928
qwen2_5_1_5b,shared54,212,anger,NNN,N,N,N,1,3.1266666666666665,12,18920,1714,20634
qwen2_5_1_5b,shared54,5231,anger,NNN,N,N,N,1,4.739999999999999,10,23134,1465,24599
qwen2_5_1_5b,shared54,13848,anger,NNN,N,N,N,0,1.275,3,3856,1302,5158
qwen2_5_1_5b,shared54,11149,anger,NNN,N,N,N,1,3.54,12,15351,2246,17597
qwen2_5_1_5b,shared54,9105,anger,NNN,N,N,N,1,20.49,12,20489,2750,23239
qwen2_5_1_5b,shared54,5094,anger,NNN,N,N,N,1,5.390000000000001,12,16617,2316,18933
qwen2_5_1_5b,shared54,7055,anger,NNN,N,N,N,1,12.61,9,21864,1470,23334
qwen2_5_1_5b,shared54,11029,anger,NNN,N,N,N,0,0.0,3,9654,1271,10925
qwen2_5_1_5b,shared54,3349,anger,NNN,N,N,N,1,2.94,12,34757,2787,37544
qwen2_5_1_5b,shared54,3039,anger,NNN,N,N,N,1,5.7,12,20644,2172,22816
qwen2_5_1_5b,shared54,12449,anger,NNN,N,N,N,1,3.3049999999999997,12,21157,1750,22907
qwen2_5_1_5b,shared54,3169,anger,NNN,N,N,N,1,2.73,12,16952,1894,18846
qwen2_5_1_5b,shared54,11763,anger,NNN,N,N,N,1,3.495,12,14137,2519,16656
qwen2_5_1_5b,shared54,11270,anger,NNN,N,N,N,1,6.85,12,21321,2222,23543
qwen2_5_1_5b,shared54,8667,anger,NNN,N,N,N,1,6.12,6,9658,934,10592
qwen2_5_1_5b,shared54,1423,anger,NNN,N,N,N,1,7.04,12,26042,2182,28224
qwen2_5_1_5b,shared54,15054,anger,NNN,N,N,N,0,7.14,3,24690,688,25378
qwen2_5_1_5b,shared54,17571,anger,NNN,N,N,N,1,5.49,12,15436,2268,17704
qwen2_5_1_5b,shared54,4090,anger,NNN,N,N,N,1,0.0,12,39308,1936,41244
qwen2_5_1_5b,shared54,12403,anger,NNN,N,N,N,1,6.88,12,17293,1952,19245
qwen2_5_1_5b,shared54,2582,anger,NNN,N,N,N,0,2.91,3,3723,1402,5125
qwen2_5_1_5b,shared54,18089,anger,NNN,N,N,N,1,7.95,12,19907,2491,22398
qwen2_5_1_5b,shared54,9606,anger,NNN,N,N,N,1,7.22,12,13837,3117,16954
qwen2_5_1_5b,shared54,11850,anger,NNN,N,N,N,1,4.85,12,14472,1814,16286
qwen2_5_1_5b,shared54,6300,anger,NNN,N,N,N,0,5.74,3,8435,973,9408
qwen2_5_1_5b,shared54,2279,anger,NNN,N,N,N,0,5.49,3,4797,1415,6212
qwen2_5_1_5b,shared54,1501,anger,NNN,N,N,N,1,3.0,12,16764,1784,18548
qwen2_5_1_5b,shared54,7467,anger,NNN,N,N,N,1,6.205,12,20799,2078,22877
qwen2_5_1_5b,shared54,9482,anger,NNN,N,N,N,1,4.94,12,11999,2089,14088
qwen2_5_1_5b,shared54,2614,anger,NNN,N,N,N,1,7.03,12,15460,1752,17212
qwen2_5_1_5b,shared54,7628,anger,NNN,N,N,N,1,0.0,9,43324,1794,45118
qwen2_5_1_5b,shared54,3309,anger,NNN,N,N,N,1,7.22,12,16475,1715,18190
qwen2_5_1_5b,shared54,12455,anger,NNN,N,N,N,1,5.35,12,18924,2341,21265
qwen2_5_1_5b,shared54,9108,anger,NNN,N,N,N,1,0.01,6,13799,1353,15152
qwen2_5_1_5b,shared54,14857,anger,NNN,N,N,N,1,7.38,12,12124,1724,13848
qwen2_5_1_5b,shared54,11954,anger,NNN,N,N,N,1,4.91,12,16120,2530,18650
qwen2_5_1_5b,shared54,5329,anger,NNN,N,N,N,1,2.94,12,26524,3082,29606
qwen2_5_1_5b,shared54,12130,anger,NNN,N,N,N,1,8.59,12,48198,2635,50833
qwen2_5_1_5b,shared54,11641,anger,NNN,N,N,N,1,7.33,12,17364,2167,19531
qwen2_5_1_5b,shared54,6865,anger,NNN,N,N,N,1,4.21,12,36031,2730,38761
qwen2_5_1_5b,shared54,8748,anger,NNN,N,N,N,1,0.93,12,53868,3158,57026
qwen2_5_1_5b,shared54,2339,anger,NNN,N,N,N,0,4.71,3,36225,1467,37692
qwen2_5_1_5b,shared54,5607,anger,NNN,N,N,N,0,9.71,3,4085,1291,5376
qwen2_5_1_5b,shared54,17502,anger,NNN,N,N,N,1,2.61,12,18460,1158,19618
qwen2_5_1_5b,shared54,8021,anger,NNN,N,N,N,1,5.22,12,26784,2639,29423
qwen2_5_1_5b,shared54,5354,anger,NNN,N,N,N,0,9.2,3,3166,1006,4172
qwen2_5_1_5b,shared54,15147,anger,NNN,N,N,N,1,1.66,12,11377,1873,13250
qwen2_5_1_5b,shared54,12433,anger,NNN,N,N,N,1,6.52,12,20465,3339,23804
qwen2_5_1_5b,shared54,8845,anger,NNN,N,N,N,1,0.04,12,22104,1718,23822
qwen2_5_1_5b,shared54,7196,anger,NNN,N,N,N,1,6.895,12,19539,2099,21638
qwen2_5_1_5b,shared54,10626,anger,NNN,N,N,N,1,13.79,12,25995,2680,28675
qwen2_5_1_5b,shared54,1832,anger,NNN,N,N,N,1,7.35,12,33591,2006,35597
qwen2_5_1_5b,shared54,7505,anger,NNN,N,N,N,1,3.42,9,20943,1663,22606
qwen2_5_1_5b,shared54,1051,anger,NNN,N,N,N,1,3.6,12,50873,2494,53367
qwen2_5_1_5b,shared54,10336,anger,NNN,N,N,N,1,5.32,12,11298,1124,12422
qwen2_5_1_5b,shared54,13145,anger,NNN,N,N,N,1,16.1875,9,24786,1775,26561
qwen2_5_1_5b,shared54,8773,anger,NNN,N,N,N,1,12.43,12,17042,2762,19804
qwen2_5_1_5b,shared54,2168,anger,NNN,N,N,N,1,1.37,12,22790,2000,24790
qwen2_5_1_5b,shared54,6913,anger,NNN,N,N,N,1,5.12,12,16500,2322,18822
qwen2_5_1_5b,shared54,10311,anger,NNN,N,N,N,1,8.18,12,12837,2330,15167
qwen2_5_1_5b,shared54,6967,anger,NNN,N,N,N,1,11.545,12,28039,1974,30013
qwen2_5_1_5b,shared54,16358,anger,NNN,N,N,N,1,5.54,12,15217,2364,17581
qwen2_5_1_5b,shared54,12964,anger,NNN,N,N,N,0,4.77,3,3169,1275,4444
qwen2_5_1_5b,shared54,15035,anger,NNN,N,N,N,1,4.27,12,18940,1998,20938
qwen2_5_1_5b,shared54,4681,anger,NNN,N,N,N,1,3.21,12,12803,3125,15928
qwen2_5_1_5b,shared54,8679,anger,NNN,N,N,N,1,5.9,12,19423,1881,21304
qwen2_5_1_5b,shared54,4575,anger,NNN,N,N,N,1,2.39,12,15285,1740,17025
qwen2_5_1_5b,shared54,8081,anger,NNN,N,N,N,1,3.11,12,16709,3048,19757
qwen2_5_1_5b,shared54,17661,anger,NNN,N,N,N,1,14.42,12,12576,1753,14329
qwen2_5_1_5b,shared54,8609,anger,NNN,N,N,N,0,7.48,3,3697,1365,5062
qwen2_5_1_5b,shared54,14038,anger,NNN,N,N,N,1,4.5,6,14015,1604,15619
qwen2_5_1_5b,shared54,13087,anger,NNN,N,N,N,1,5.97,12,14709,2573,17282
qwen2_5_1_5b,shared54,11861,anger,NNN,N,N,N,1,0.0,12,22888,1780,24668
qwen2_5_1_5b,shared54,7186,anger,NNN,N,N,N,1,2.26,12,23257,2739,25996
qwen2_5_1_5b,shared54,4532,anger,NNN,N,N,N,1,6.2,12,32210,1810,34020
qwen2_5_1_5b,shared54,16696,anger,NNN,N,N,N,1,7.5874999999999995,12,24332,1956,26288
qwen2_5_1_5b,shared54,16171,anger,NNN,N,N,N,1,4.03,12,34374,2230,36604
qwen2_5_1_5b,shared54,2978,anger,NNN,N,N,N,1,5.29,12,15059,2233,17292
qwen2_5_1_5b,shared54,1543,anger,NNN,N,N,N,0,1.5,3,5962,794,6756
qwen2_5_1_5b,shared54,3592,anger,NNN,N,N,N,1,4.08,12,17181,2016,19197
qwen2_5_1_5b,shared54,5008,anger,NNN,N,N,N,1,7.62,12,22096,1746,23842
qwen2_5_1_5b,shared54,5242,anger,NNN,N,N,N,1,5.12,12,15852,2393,18245
qwen2_5_1_5b,shared54,13833,anger,NNN,N,N,N,1,8.58,12,11743,1863,13606
qwen2_5_1_5b,shared54,2081,anger,NNN,N,N,N,1,2.72,12,13451,1516,14967
qwen2_5_1_5b,shared54,12608,anger,NNN,N,N,N,1,5.205,12,18159,2071,20230
qwen2_5_1_5b,shared54,12504,anger,NNN,N,N,N,1,4.79,12,15310,2158,17468
qwen2_5_1_5b,shared54,15337,anger,NNN,N,N,N,1,4.71,12,38947,2250,41197
qwen2_5_1_5b,shared54,17338,anger,NNN,N,N,N,1,8.16,12,12552,2618,15170
qwen2_5_1_5b,shared54,8238,anger,NNN,N,N,N,1,3.93,12,26287,1470,27757
qwen2_5_1_5b,shared54,18128,anger,NNN,N,N,N,1,5.05,12,27977,2880,30857
qwen2_5_1_5b,shared54,376,anger,NNN,N,N,N,1,3.45,12,19704,2301,22005
qwen2_5_1_5b,shared54,3753,anger,NNN,N,N,N,1,5.19,12,24742,2624,27366
qwen2_5_1_5b,shared54,17595,anger,NNN,N,N,N,0,0.0,3,5199,1259,6458
qwen2_5_1_5b,shared54,8743,anger,NNN,N,N,N,1,5.66,12,23065,1290,24355
qwen2_5_1_5b,shared54,11146,anger,NNN,N,N,N,1,0.0,12,16570,1773,18343
qwen2_5_1_5b,shared54,3655,anger,NNN,N,N,N,1,4.75,12,14384,2800,17184
qwen2_5_1_5b,shared54,9617,anger,NNN,N,N,N,1,4.5,12,12846,2601,15447
qwen2_5_1_5b,shared54,14246,anger,NNN,N,N,N,1,24.4,12,22303,2073,24376
qwen2_5_1_5b,shared54,5182,anger,NNN,N,N,N,1,10.77,12,53230,1960,55190
qwen2_5_1_5b,shared54,14867,anger,NNN,N,N,N,1,8.03,12,15830,1745,17575
qwen2_5_1_5b,shared54,106,anger,NNN,N,N,N,1,4.88,12,15748,1944,17692
qwen2_5_1_5b,shared54,8630,anger,NNN,N,N,N,1,9.43,12,18307,2112,20419
qwen2_5_1_5b,shared54,16403,anger,NNN,N,N,N,0,4.68,3,51218,1185,52403
qwen2_5_1_5b,shared54,5854,anger,NNN,N,N,N,1,2.02,12,14346,1799,16145
qwen2_5_1_5b,shared54,16635,anger,NNN,N,N,N,1,6.57,12,15955,1203,17158
qwen2_5_1_5b,shared54,3486,anger,NNN,N,N,N,0,6.945,3,3162,1348,4510
qwen2_5_1_5b,shared54,9779,anger,NNN,N,N,N,1,5.470000000000001,12,18771,2172,20943
qwen2_5_1_5b,shared54,6517,anger,NNN,N,N,N,1,8.58,12,18561,1733,20294
qwen2_5_1_5b,shared54,12252,anger,NNN,N,N,N,1,5.11,12,37685,2537,40222
qwen2_5_1_5b,shared54,5293,anger,NNN,N,N,N,1,6.52,9,8367,2582,10949
qwen2_5_1_5b,shared54,17674,anger,NNN,N,N,N,1,0.0,9,27096,1733,28829
qwen2_5_1_5b,shared54,17378,anger,NNN,N,N,N,1,0.0,12,11909,2656,14565
qwen2_5_1_5b,shared54,18,anger,NNN,N,N,N,1,8.1,12,58915,1718,60633
qwen2_5_1_5b,shared54,10621,anger,NNN,N,N,N,1,6.86,12,49768,3677,53445
qwen2_5_1_5b,shared54,16010,anger,NNN,N,N,N,1,8.18,12,14957,1755,16712
qwen2_5_1_5b,shared54,638,anger,NNN,N,N,N,1,3.27,12,15683,3965,19648
qwen2_5_1_5b,shared54,3665,anger,NNN,N,N,N,1,4.91,12,19590,2437,22027
qwen2_5_1_5b,shared54,11894,anger,NNN,N,N,N,1,1.71,6,18655,832,19487
qwen2_5_1_5b,shared54,10076,anger,NNN,N,N,N,1,14.46,12,13986,3002,16988
qwen2_5_1_5b,shared54,7846,anger,NNN,N,N,N,1,5.96,12,15767,3214,18981
qwen2_5_1_5b,shared54,1898,anger,NNN,N,N,N,1,6.59,12,17503,2241,19744
qwen2_5_1_5b,shared54,7892,anger,NNN,N,N,N,1,4.13,12,55766,2458,58224
qwen2_5_1_5b,shared54,2580,anger,NNN,N,N,N,1,5.5649999999999995,12,26561,2082,28643
qwen2_5_1_5b,shared54,2806,anger,NNN,N,N,N,1,11.11,12,17649,1954,19603
qwen2_5_1_5b,shared54,15924,anger,NNN,N,N,N,0,1.96,3,12626,947,13573
qwen2_5_1_5b,shared54,2267,anger,NNN,N,N,N,1,5.94,9,44742,2060,46802
qwen2_5_1_5b,shared54,17455,anger,NNN,N,N,N,1,8.12,12,24108,2006,26114
qwen2_5_1_5b,shared54,4120,anger,NNN,N,N,N,1,2.93,12,13729,3146,16875
qwen2_5_1_5b,shared54,4207,anger,NNN,N,N,N,1,5.02,12,14093,2390,16483
qwen2_5_1_5b,shared54,15574,anger,NNN,N,N,N,1,13.370000000000001,12,16751,2528,19279
qwen2_5_1_5b,shared54,18015,anger,NNN,N,N,N,1,5.97,12,24556,2389,26945
qwen2_5_1_5b,shared54,5410,anger,NNN,N,N,N,1,7.23,12,33955,3609,37564
qwen2_5_1_5b,shared54,8685,anger,NNN,N,N,N,1,6.13,12,17592,2016,19608
qwen2_5_1_5b,shared54,17290,anger,NNN,N,N,N,1,5.94,12,11422,3273,14695
qwen2_5_1_5b,shared54,13865,anger,NNN,N,N,N,1,6.13,12,39744,2430,42174
qwen2_5_1_5b,shared54,6940,anger,NNN,N,N,N,1,18.4,12,13518,2538,16056
qwen2_5_1_5b,shared54,17671,anger,NNN,N,N,N,1,0.0,6,63567,3168,66735
qwen2_5_1_5b,shared54,6591,anger,NNN,N,N,N,1,0.21800000000000003,12,16240,2822,19062
qwen2_5_1_5b,shared54,10214,anger,NNN,N,N,N,1,5.38,12,14723,2152,16875
qwen2_5_1_5b,shared54,13074,anger,NNN,N,N,N,1,14.48,12,16188,1763,17951
qwen2_5_1_5b,shared54,12236,anger,NNN,N,N,N,1,7.23,12,25391,2017,27408
qwen2_5_1_5b,shared54,14355,anger,NNN,N,N,N,1,6.033333333333334,12,13889,2066,15955
qwen2_5_1_5b,shared54,16959,anger,NNN,N,N,N,1,7.78,9,16997,2222,19219
qwen2_5_1_5b,shared54,14794,anger,NNN,N,N,N,1,7.05,12,22333,3151,25484
qwen2_5_1_5b,shared54,3965,anger,NNN,N,N,N,1,7.7125,6,9522,943,10465
qwen2_5_1_5b,shared54,8123,anger,NNN,N,N,N,1,3.68,12,17136,1729,18865
qwen2_5_1_5b,shared54,7362,anger,NNN,N,N,N,1,16.3,12,18022,1472,19494
qwen2_5_1_5b,shared54,2098,anger,NNN,N,N,N,1,4.71,12,21735,2609,24344
qwen2_5_1_5b,shared54,11078,anger,NNN,N,N,N,1,4.13,12,30496,2414,32910
qwen2_5_1_5b,shared54,689,anger,NNN,N,N,N,0,3.6950000000000003,3,30359,1251,31610
qwen2_5_1_5b,shared54,7540,anger,NNN,N,N,N,0,19.81,3,4170,1316,5486
qwen2_5_1_5b,shared54,7216,anger,NNN,N,N,N,1,11.73,12,16775,1313,18088
qwen2_5_1_5b,shared54,235,anger,NNN,N,N,N,1,5.8,12,49006,1911,50917
qwen2_5_1_5b,shared54,2326,anger,NNN,N,N,N,1,3.86,12,15854,2054,17908
qwen2_5_1_5b,shared54,1929,anger,NNN,N,N,N,1,5.38,12,13602,2067,15669
qwen2_5_1_5b,shared54,7501,anger,NNN,N,N,N,1,4.5,12,27875,1495,29370
qwen2_5_1_5b,shared54,2208,anger,NNN,N,N,N,1,7.04,12,18817,2313,21130
qwen2_5_1_5b,shared54,1029,anger,NNN,N,N,N,1,7.45,12,41431,2855,44286
qwen2_5_1_5b,shared54,10827,anger,NNN,N,N,N,1,5.39,12,22359,2267,24626
qwen2_5_1_5b,shared54,2321,anger,NNN,N,N,N,1,0.845,12,31282,1974,33256
qwen2_5_1_5b,shared54,16847,anger,NNN,N,N,N,1,7.42,12,11993,2353,14346
qwen2_5_1_5b,shared54,7798,anger,NNN,N,N,N,1,4.925,10,13146,1378,14524
qwen2_5_1_5b,shared54,9125,anger,NNN,N,N,N,1,5.09,12,20833,2043,22876
qwen2_5_1_5b,shared54,15906,anger,NNN,N,N,N,1,6.06,9,18911,3007,21918
qwen2_5_1_5b,shared54,7020,anger,NNN,N,N,N,1,3.63,12,13338,3137,16475
qwen2_5_1_5b,shared54,17669,anger,NNN,N,N,N,1,4.53,12,15673,2108,17781
qwen2_5_1_5b,shared54,4335,anger,NNN,N,N,N,1,3.16,12,16724,2352,19076
qwen2_5_1_5b,shared54,15488,anger,NNN,N,N,N,1,4.5,12,12531,2430,14961
qwen2_5_1_5b,shared54,7962,anger,NNN,N,N,N,1,3.51,12,58490,3229,61719
qwen2_5_1_5b,shared54,15498,anger,NNN,N,N,N,0,3.72,3,46932,1099,48031
qwen2_5_1_5b,shared54,13338,anger,NNN,N,N,N,1,4.01,12,16148,3487,19635
qwen2_5_1_5b,shared54,6239,anger,NNN,N,N,N,1,21.17,12,16541,1813,18354
qwen2_5_1_5b,shared54,3090,anger,NNN,N,N,N,1,7.0,12,20195,2374,22569
qwen2_5_1_5b,shared54,3176,anger,NNN,N,N,N,1,5.083333333333333,6,40735,2250,42985
qwen2_5_1_5b,shared54,14124,anger,NNN,N,N,N,1,10.05,12,36672,2949,39621
qwen2_5_1_5b,shared54,11609,anger,NNN,N,N,N,1,7.24,12,12994,4824,17818
qwen2_5_1_5b,shared54,13879,anger,NNN,N,N,N,1,4.31,12,14539,5520,20059
qwen2_5_1_5b,shared54,13470,anger,NNN,N,N,N,1,10.36,12,16799,2418,19217
qwen2_5_1_5b,shared54,15303,anger,NNN,N,N,N,1,14.84,12,24893,4675,29568
qwen2_5_1_5b,shared54,1775,anger,NNN,N,N,N,1,8.79,12,17711,1663,19374
qwen2_5_1_5b,shared54,3224,anger,NNN,N,N,N,1,6.52,12,44808,1828,46636
qwen2_5_1_5b,shared54,1986,anger,NNN,N,N,N,1,7.775,12,37047,3197,40244
qwen2_5_1_5b,shared54,13193,anger,NNN,N,N,N,1,4.58,12,13007,3735,16742
qwen2_5_1_5b,shared54,11118,anger,NNN,N,N,N,1,1.06,12,12807,2647,15454
qwen2_5_1_5b,shared54,3580,anger,NNN,N,N,N,1,6.31,12,20469,2375,22844
qwen2_5_1_5b,shared54,8147,anger,NNN,N,N,N,1,10.77,12,74047,1740,75787
qwen2_5_1_5b,shared54,6278,anger,NNN,N,N,N,1,4.033333333333333,12,18114,2324,20438
qwen2_5_1_5b,shared54,6232,anger,NNN,N,N,N,1,7.92,10,54585,1377,55962
qwen2_5_1_5b,shared54,17573,anger,NNN,N,N,N,1,3.59,12,31026,2820,33846
qwen2_5_1_5b,shared54,14700,anger,NNN,N,N,N,1,5.73,12,52538,1519,54057
qwen2_5_1_5b,shared54,4593,anger,NNN,N,N,N,1,5.2475000000000005,12,27159,2595,29754
qwen2_5_1_5b,shared54,13824,anger,NNN,N,N,N,1,7.72,12,21323,3507,24830
qwen2_5_1_5b,shared54,6012,anger,NNN,N,N,N,1,4.166666666666667,6,8939,1931,10870
qwen2_5_1_5b,shared54,9127,anger,NNN,N,N,N,1,4.83,12,13153,2232,15385
qwen2_5_1_5b,shared54,15159,anger,NNN,N,N,N,1,6.09,12,28707,2139,30846
qwen2_5_1_5b,shared54,8185,anger,NNN,N,N,N,1,7.98,12,27452,1438,28890
qwen2_5_1_5b,shared54,2470,anger,NNN,N,N,N,0,3.6,3,6585,562,7147
qwen2_5_1_5b,shared54,14520,anger,NNN,N,N,N,1,9.115,9,17736,1583,19319
qwen2_5_1_5b,shared54,18033,anger,NNN,N,N,N,1,9.123333333333333,12,24869,2030,26899
qwen2_5_1_5b,shared54,3208,anger,NNN,N,N,N,1,8.37,12,18499,2140,20639
qwen2_5_1_5b,shared54,1657,anger,NNN,N,N,N,0,4.88,3,3996,1275,5271
qwen2_5_1_5b,shared54,17713,anger,NNN,N,N,N,1,8.16,12,16026,2172,18198
qwen2_5_1_5b,shared54,483,anger,NNN,N,N,N,1,11.81,12,19777,2604,22381
qwen2_5_1_5b,shared54,3056,anger,NNN,N,N,N,1,3.14,12,24096,2360,26456
qwen2_5_1_5b,shared54,7745,anger,NNN,N,N,N,1,0.43,12,56032,2074,58106
qwen2_5_1_5b,shared54,5449,anger,NNN,N,N,N,1,1.43,12,21651,1661,23312
qwen2_5_1_5b,shared54,13317,anger,NNN,N,N,N,1,10.96,12,14382,2352,16734
qwen2_5_1_5b,shared54,15913,anger,NNN,N,N,N,1,6.18,12,22333,2276,24609
qwen2_5_1_5b,shared54,15773,anger,NNN,N,N,N,1,29.98,12,22099,3888,25987
qwen2_5_1_5b,shared54,7004,anger,NNN,N,N,N,1,4.91,12,17238,2738,19976
qwen2_5_1_5b,shared54,13141,anger,NNN,N,N,N,1,0.0,12,20299,2316,22615
qwen2_5_1_5b,shared54,1921,anger,NNN,N,N,N,1,10.3,12,24389,2455,26844
qwen2_5_1_5b,shared54,5394,anger,NNN,N,N,N,1,3.96,12,21679,2512,24191
qwen2_5_1_5b,shared54,12418,anger,NNN,N,N,N,1,4.96,6,7975,1990,9965
qwen2_5_1_5b,shared54,70,anger,NNN,N,N,N,1,9.32,12,25761,1682,27443
qwen2_5_1_5b,shared54,12793,anger,NNN,N,N,N,1,8.22,12,13602,4367,17969
qwen2_5_1_5b,shared54,8690,anger,NNN,N,N,N,1,8.01,12,16607,1638,18245
qwen2_5_1_5b,shared54,14909,anger,NNN,N,N,N,1,16.09,12,15552,2612,18164
qwen2_5_1_5b,shared54,9347,anger,NNN,N,N,N,1,5.57,12,14793,2202,16995
qwen2_5_1_5b,shared54,13861,anger,NNN,N,N,N,1,4.97,12,12408,2275,14683
qwen2_5_1_5b,shared54,15947,anger,NNN,N,N,N,1,5.97,6,14439,1510,15949
qwen2_5_1_5b,shared54,5072,anger,NNN,N,N,N,0,6.134,3,25597,1574,27171
qwen2_5_1_5b,shared54,6222,anger,NNN,N,N,N,1,7.09,6,9520,1727,11247
qwen2_5_1_5b,shared54,9722,anger,NNN,N,N,N,1,2.66,12,36857,2010,38867
qwen2_5_1_5b,shared54,7133,anger,NNN,N,N,N,1,0.0,12,13184,1882,15066
qwen2_5_1_5b,shared54,1916,anger,NNN,N,N,N,1,5.94,12,15003,2643,17646
qwen2_5_1_5b,shared54,17766,anger,NNN,N,N,N,1,6.99,12,17905,2170,20075
qwen2_5_1_5b,shared54,1997,anger,NNN,N,N,N,1,0.23,12,24199,3001,27200
qwen2_5_1_5b,shared54,10276,anger,NNN,N,N,N,1,1.29,12,13400,2262,15662
qwen2_5_1_5b,shared54,1873,anger,NNN,N,N,N,1,21.85,12,22340,1687,24027
qwen2_5_1_5b,shared54,1643,anger,NNN,N,N,N,1,6.45,12,34089,2116,36205
qwen2_5_1_5b,shared54,15623,anger,NNN,N,N,N,1,10.23,12,12842,2266,15108
qwen2_5_1_5b,shared54,16477,anger,NNN,N,N,N,1,6.4350000000000005,12,12596,1163,13759
qwen2_5_1_5b,shared54,17403,anger,NNN,N,N,N,1,0.1,12,15572,1282,16854
qwen2_5_1_5b,shared54,5158,anger,NNN,N,N,N,1,3.74,12,13598,1516,15114
qwen2_5_1_5b,shared54,1863,anger,NNN,N,N,N,1,6.185,12,39254,2452,41706
qwen2_5_1_5b,shared54,16640,anger,NNN,N,N,N,1,2.12,12,15532,4950,20482
qwen2_5_1_5b,shared54,2625,anger,NNN,N,N,N,1,4.91,12,28483,2169,30652
qwen2_5_1_5b,shared54,6089,anger,NNN,N,N,N,1,7.0,12,13334,1798,15132
qwen2_5_1_5b,shared54,2245,anger,NNN,N,N,N,1,7.76,12,51765,1634,53399
qwen2_5_1_5b,shared54,2226,anger,NNN,N,N,N,1,11.07,12,18054,2716,20770
qwen2_5_1_5b,shared54,7707,anger,NNN,N,N,N,1,4.39,12,26715,2150,28865
qwen2_5_1_5b,shared54,13230,anger,NNN,N,N,N,1,4.71,12,20968,3744,24712
qwen2_5_1_5b,shared54,3928,anger,NNN,N,N,N,1,6.84,12,42747,2309,45056
qwen2_5_1_5b,shared54,8067,anger,NNN,N,N,N,1,11.78,12,20368,1914,22282
qwen2_5_1_5b,shared54,1302,anger,NNN,N,N,N,0,17.975,3,3298,1368,4666
qwen2_5_1_5b,shared54,2686,anger,NNN,N,N,N,1,8.31,12,16176,2784,18960
qwen2_5_1_5b,shared54,13737,anger,NNN,N,N,N,1,6.84,12,24395,1956,26351
qwen2_5_1_5b,shared54,17130,anger,NNN,N,N,N,1,5.045,9,23259,2353,25612
qwen2_5_1_5b,shared54,10366,anger,NNN,N,N,N,1,33.49,12,16783,4222,21005
qwen2_5_1_5b,shared54,8544,anger,NNN,N,N,N,1,10.86,12,18095,1455,19550
qwen2_5_1_5b,shared54,6693,anger,NNN,N,N,N,1,6.16,12,14199,2276,16475
qwen2_5_1_5b,shared54,10295,anger,NNN,N,N,N,1,5.0649999999999995,6,9860,1482,11342
qwen2_5_1_5b,shared54,7821,anger,NNN,N,N,N,1,5.236,12,29822,3354,33176
qwen2_5_1_5b,shared54,8703,anger,NNN,N,N,N,1,0.86,12,30144,2186,32330
qwen2_5_1_5b,shared54,12969,anger,NNN,N,N,N,1,5.06,12,48923,3421,52344
qwen2_5_1_5b,shared54,4288,anger,NNN,N,N,N,1,4.5,12,50329,1893,52222
qwen2_5_1_5b,shared54,9830,anger,NNN,N,N,N,1,30.18,12,20205,3377,23582
qwen2_5_1_5b,shared54,14982,anger,NNN,N,N,N,1,23.25,12,12769,2525,15294
qwen2_5_1_5b,shared54,10360,anger,NNN,N,N,N,1,8.15,12,19874,4528,24402
